Species_Element_ID,New Code,Present,Scientific Name,Common Name,CC,CW,GRank,COSEWIC,NRANK,SARO,S_RANK,CZ,CZRESTR,ES,CK,LB,MD,EL,OX,HN,BR,NG,HM,7E4,Type,Flowering Season,NatStatus,Invasive,Family,Supplemental CC,Supplemental CW,CW Override,Reason for Override/Suppl. CW Rationalization,Tracked,CCVI,CCVI Confidence,Tallgrass
17189,BOECCOL,,Boechera collinsii,Collins' Rockcress,,5,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Brassicaceae,,5,,,Y,,,
17192,BOECGRA,,Boechera grahamii,Graham's Rockcress,7,3,G5,,N5,,S5,R,,,,R,R,,,,,R,R,H,FO,,N,,Brassicaceae,7,3,,,N,,,
73266,BOECRET,,Boechera retrofracta,Reflexed Rockcress,9,5,G5,,N5,,S4?,,,,,,,,,,,,,,FO,,N,,Brassicaceae,9,5,,,N,,,
73024,BOECSTR,,Boechera stricta,Drummond's Rockcress,9,3,G5,,N5,,S4,R,,R,,R,,,,R,,R,,,FO,,N,,Brassicaceae,9,3,,,N,,,
50000,BOEHCYL,,Boehmeria cylindrica,Small-spike False Nettle,4,-5,G5,,N5,,S5,C,,C,X,X,X,X,X,C,C,C,C,U,FO,,N,,Urticaceae,4,-5,,,N,,,
23654,BOLBFLU,,Bolboschoenus fluviatilis,River Bulrush,7,-5,G5,,N5,,S4S5,R,,U,R,R,R,R,,R,R,R,R,R,SE,,N,,Cyperaceae,7,-5,,,N,,,
23662,BOLBMAR,,Bolboschoenus maritimus,Saltmarsh Bulrush,,-5,G5,,N5,,S4,,,,,,,,,,,,,,SE,,N,,Cyperaceae,0,-5,,,N,,,
1008090,BOLBMAM,,Bolboschoenus maritimus ssp. maritimus,Saltmarsh Bulrush,,-5,G5TNR,,NNR,,SE1,IR,,,,IR,,,,,,,,,SE,,I,,Cyperaceae,0,-5,,,N,,,
1004799,BOLBMAP,,Bolboschoenus maritimus ssp. paludosus,Alkali Bulrush,,-5,G5T5,,N5,,S4,,,,,,,,,,,,,,SE,,N,,Cyperaceae,0,-5,,,N,,,
149006,BORAOFF,,Borago officinalis,Common Borage,,5,GNR,,NNA,,SEH,IH,,,,IH,,,,,,,,IH,FO,,I,,Boraginaceae,0,5,,,N,,,
73020,BOROCAN,,Borodinia canadensis,Canada Rockcress,7,5,G5,,N4,,S4?,R,cz,R,R,R,R,R,,R,R,R,U,R,FO,,N,,Brassicaceae,7,5,,,N,,,
73044,BORODEN,,Borodinia dentata,Toothed Rockcress,9,5,G5,,N1,,S1,R,CZ,R,,,,,,,,,,,FO,,N,,Brassicaceae,9,5,,,Y,,,
73036,BOROLAE,,Borodinia laevigata,Smooth Rockcress,5,5,G5,,N4,,S4,U,cz,U,R,R,R,U,,C,X,U,U,R,FO,Spr,N,,Brassicaceae,5,5,,,N,,,
5016,BOTRANG,,Botrychium angustisegmentum,Narrow Triangle Moonwort,7,-3,G4,,N3N4,,S3,R,,,,,,H,,R,,R,,,FE,,N,,Ophioglossaceae,7,-3,,,Y,,,
5002,BOTRASC,,Botrychium ascendens,Upswept Moonwort,,3,G3,,N4,,S1S2,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,,3,,,Y,MV,Low,
5004,BOTRCAM,,Botrychium campestre,Prairie Moonwort,9,5,GNR,,NNR,,S1S2,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,9,5,,,Y,,,Y
1268419,BOTRCAC,,Botrychium campestre var. campestre,Prairie Moonwort,9,5,G--T3T4,,N3,,S1S2,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,9,5,,,Y,,,Y
1005250,BOTRCRE,,Botrychium crenulatum,Dainty Moonwort,,3,G4,,N4,,S1,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,,3,,,Y,,,
5018,BOTRLUN,,Botrychium lunaria,Common Moonwort,7,3,G5,,N5,,SU,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,7,3,,,N,,,
1257016,BOTRLUL,,Botrychium lunaria var. lunaria,Common Moonwort,7,3,G5TNR,,N5,,SU,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,7,3,,,N,,,
5020,BOTRMAT,,Botrychium matricariifolium,Daisy-leaved Moonwort,5,3,G5,,N5,,S4S5,R,,R,R,R,R,R,X,C,R,R,,R,FE,,N,,Ophioglossaceae,5,3,,,N,,,
1011113,BOTRMIC,,Botrychium michiganense,Michigan Moonwort,10,5,G3,,N3,,S1S2,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,10,5,,,Y,,,
5022,BOTRMIN,,Botrychium minganense,Mingan Moonwort,8,5,G5,,N5,,S4,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,8,5,,,N,,,
1295778,BOTRMOR,,Botrychium mormo,Little Goblin Moonwort,10,5,G3,,N1,,S1,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,10,5,,,Y,,,
1257015,BOTRNEO,,Botrychium neolunaria,North American Moonwort,7,3,GNR,,NNR,,S4S5,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,7,3,,,N,,,
5028,BOTRPAL,,Botrychium pallidum,Pale Moonwort,10,5,G3,,N2N3,,S1S2,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,10,5,,,Y,MV,VH,
5030,BOTRPSE,,Botrychium pseudopinnatum,False Northwestern Moonwort,10,5,G1,,N1,,S1,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,10,5,,,Y,,,
1010209,BOTRSIM,,Botrychium simplex,Least Moonwort,5,0,G5,,N4?,,SU,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,5,0,,,N,,,
1010922,BOTRSIS,,Botrychium simplex var. simplex,Least Moonwort,5,0,G5T3T4,,N3N4,,SU,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,5,0,,,N,,,
5038,BOTRSPA,,Botrychium spathulatum,Spatulate Moonwort,10,5,G3,,N3N4,,S2S3,,,,,,,,,,,,,,FE,,N,,Ophioglossaceae,10,5,,,Y,LV,VH,
1010206,BOTRTEN,,Botrychium tenebrosum,Swamp Moonwort,7,-3,G4?,,NU,,SU,R,,,,,,R,R,R,R,R,R,H,FE,,N,,Ophioglossaceae,7,-3,,,N,,,
5040,BOTRVIR,,Botrypus virginianus,Rattlesnake Fern,5,3,G5,,N5,,S5,C,,C,X,X,X,C,X,C,C,U,C,R,FE,,N,,Ophioglossaceae,5,3,,,N,,,
22078,BOUTCUR,,Bouteloua curtipendula,Side-oats Grama,10,5,G5,,N3,,S2,R,,,,,,,,R,R,,IR,IR,GR,,N,,Poaceae,10,5,,,Y,LV,Low,Y
22080,BOUTCUC,,Bouteloua curtipendula var. curtipendula,Side-oats Grama,10,5,G5T5,,N3,,S2,R,,,,,,,,R,R,,IR,IR,GR,,N,,Poaceae,10,5,,,Y,LV,Low,Y
1004510,BOUTGRA,,Bouteloua gracilis,Blue Grama,,5,G5,,N5,,SE1,,,,,,,,,,,,,,GR,,I,,Poaceae,0,5,,,N,,,
22086,BRACARI,,Brachyelytrum aristosum,Northern Shorthusk,7,3,G5,,N5,,S5?,X,,,,,,X,,X,,X,?,R,GR,,N,,Poaceae,7,3,,,N,,,
22084,BRACERE,,Brachyelytrum erectum,Southern Shorthusk,7,3,G5,,N4N5,,S4,U,,R,R,X,X,U,X,C,X,X,U,R,GR,,N,,Poaceae,7,3,,,N,,,
1008151,BRACSYL,,Brachypodium sylvaticum,Slender False Brome,,0,GNR,,NNA,,SE1,,,,,,,,,,,,,,GR,,I,,Poaceae,0,0,,,N,,,
1008523,BRACSYS,,Brachypodium sylvaticum ssp. sylvaticum,Slender False Brome,,0,GNRTNR,,NNA,,SE1,,,,,,,,,,,,,,GR,,I,,Poaceae,0,0,,,N,,,
63600,BRASSCH,,Brasenia schreberi,Watershield,7,-5,G5,,N5,,S5,R,,R,R,R,R,,X,R,R,H,,H,FO,Sum,N,,Cabombaceae,7,-5,,,N,,,
73062,BRASJUN,,Brassica juncea,Chinese Mustard,,5,GNR,,NNA,,SE5,IX,,IR,,IX,IX,IX,,,IX,IH,IX,IX,FO,,I,,Brassicaceae,0,5,,,N,,,
73064,BRASNAP,,Brassica napus,Rapeseed,,5,GNR,,NNA,,SE1,IR,,IR,,,,,,,,IR,IX,IR,FO,,I,,Brassicaceae,0,5,,,N,,,
73066,BRASNIG,,Brassica nigra,Black Mustard,,5,GNR,,NNA,,SE5,IR,,IH,IX,IX,IX,,,IU,IX,IR,IR,IR,FO,,I,,Brassicaceae,0,5,,,N,,,
73068,BRASOLE,,Brassica oleracea,Cabbage,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Brassicaceae,0,5,,,N,,,
73070,BRASRAP,,Brassica rapa,Field Mustard,,5,GNR,,NNA,,SE5,IR,,IU,,IX,IX,,,,,IR,IR,IR,FO,,I,,Brassicaceae,0,5,,,N,,,
73072,BRAYHUM,,Braya humilis,Low Braya,,3,G5,,N5,,S5,,,,,,,,,,,,,,FO,,N,,Brassicaceae,0,3,override,Suppl. CW value matches more closely with values from US Wetland Plant List and Michigan Flora,N,,,
1008213,BRAYHUH,,Braya humilis ssp. humilis,Low Braya,,0,G5T5,,N5,,S5,,,,,,,,,,,,,,FO,,N,,Brassicaceae,0,0,,,N,,,
22088,BRIZMAX,,Briza maxima,Big Quaking Grass,,,GNR,,NNA,,SE1,IH,,,,,IH,IH,,,,,,,GR,,I,,Poaceae,0,,,,N,,,
22090,BRIZMED,,Briza media,Perennial Quaking Grass,,0,GNR,,NNA,,SE1,IR,,,,,IR,,,,IR,IR,,IR,GR,,I,,Poaceae,0,0,,,N,,,
22092,BROMARV,,Bromus arvensis,Field Brome,,3,GNR,,NNA,,SE1,IR,,IR,,,,?,,,,,IR,,GR,,I,,Poaceae,0,3,,,N,,,
22094,BROMBRI,,Bromus briziformis,Rattlesnake Brome,,5,GNR,,NNA,,SEH,IR,,,,IH,IH,IH,,?,,,IR,IR,GR,,I,,Poaceae,0,5,,,N,,,
22096,BROMCIL,,Bromus ciliatus,Fringed Brome,6,-3,G5,,N5,,S5,U,,R,X,X,X,U,X,U,C,R,U,R,GR,,N,,Poaceae,6,-3,,,N,,,
22098,BROMCOM,,Bromus commutatus,Hairy Brome,,5,GNR,,NNA,,SE4,IU,,IU,IR,IR,IX,IR,IX,IC,,IU,IX,IR,GR,,I,,Poaceae,0,5,,,N,,,
22102,BROMERE,,Bromus erectus,Upright Brome,,5,GNR,,NNA,,SE1,IR,,,,,IR,,,,,IH,,,GR,,I,,Poaceae,0,5,,,N,,,
22104,BROMHOR,,Bromus hordeaceus,Soft Brome,,5,GNR,,NNA,,SE2?,,,,,,,,,,,,,,GR,,I,,Poaceae,0,5,,,N,,,
22106,BROMHOH,,Bromus hordeaceus ssp. hordeaceus,Soft Brome,,5,GNRTNR,,NNA,,SE2?,IR,,IR,,IR,IR,IR,,IR,,IR,IR,IR,GR,,I,,Poaceae,0,5,,,N,,,
22114,BROMJAP,,Bromus japonicus,Japanese Brome,,3,GNR,,NNA,,SE4,IC,,IC,IX,IX,IX,IU,IX,IR,IX,IR,IX,IR,GR,,I,,Poaceae,0,3,,,N,,,
22116,BROMKAL,,Bromus kalmii,Kalm's Brome,8,0,G5,,N4N5,,S4,R,,R,R,R,R,R,,U,R,H,R,H,GR,,N,,Poaceae,8,0,,,N,,,Y
22118,BROMLAT,,Bromus latiglumis,Broad-glumed Brome,7,-3,G5,,N4N5,,S4,U,,R,R,R,U,U,X,U,C,R,R,R,GR,,N,,Poaceae,7,-3,,,N,,,
22124,BROMNOT,,Bromus nottowayanus,Nottoway Brome,9,3,G4G5,,N4?,,S4?,R,,,,,R,,,,R,H,,,GR,,N,,Poaceae,9,3,,,N,,,
22126,BROMPUB,,Bromus pubescens,Hairy Woodland Brome,7,3,G5,,N4,,S4,U,cz,U,X,X,R,R,X,U,U,U,U,R,GR,,N,,Poaceae,7,3,,,N,,,
22112,BROMPUM,,Bromus pumpellianus,Pumpelly's Brome,10,5,G5,,N5,,SH,,,,,,,,,,,,,,GR,,N,,Poaceae,10,5,,,Y,,,
22130,BROMRAC,,Bromus racemosus,Bald Brome,,5,GNR,,NNA,,SE1,IR,,IR,,,,,,,,IR,,,GR,,I,,Poaceae,0,5,,,N,,,
22666,BROMSEC,,Bromus secalinus,Rye Brome,,5,GNR,,NNA,,SE4,IU,,IR,IR,IR,IX,IR,IX,IR,,IR,IX,IX,GR,,I,,Poaceae,0,5,,,N,,,
1257200,BROMSIT,,Bromus sitchensis,Sitka Brome,,,G5,,N5,,SE1,,,,,,,,,,,,,,GR,,I,,Poaceae,0,,,,N,,,
1010341,BROMSIA,,Bromus sitchensis var. aleutensis,Aleut Brome,,,G5T5?,,N5,,SEH,,,,,,,,,,,,,,GR,,I,,Poaceae,0,,,,N,,,
22658,BROMSIC,,Bromus sitchensis var. carinatus,California Brome,,,G--T5,,N5,,SE1,IR,,,,,IR,,,,,,,IR,GR,,I,,Poaceae,0,,,,N,,,
22132,BROMSQU,,Bromus squarrosus,Corn Brome,,5,GNR,,NNA,,SE2,IR,,IR,IR,,IR,IR,,IR,IR,,IR,,GR,,I,,Poaceae,0,5,,,N,,,
1256762,BROMSQS,,Bromus squarrosus var. squarrosus,Corn Brome,,5,GNRTNR,,NNA,,SE2,IR,,IR,IR,,IR,IR,,IR,IR,,IR,,GR,,I,,Poaceae,0,5,,,N,,,
22134,BROMSTE,,Bromus sterilis,Barren Brome,,5,GNR,,NNA,,SE1,IR,,IH,,IH,,,,,,IR,IR,IR,GR,,I,,Poaceae,0,5,,,N,,,
22136,BROMTEC,,Bromus tectorum,Downy Brome,,5,GNR,,NNA,,SE5,IC,,IU,IX,IX,IX,IU,IX,IC,IX,IU,IX,IR,GR,,I,,Poaceae,0,5,,,N,,,
22662,BROMX P,,Bromus x pseudothominii,(Bromus hordeaceus ssp. hordeaceus X Bromus lepidus),,5,GNA,,NNA,,SNA,hyb,,hyb,hyb,hyb,hyb,,,hyb,,hyb,hyb,,GR,,I,,Poaceae,0,5,,,N,,,
153030,BUCHAME,,Buchnera americana,American Bluehearts,10,0,G5?,END,N1,END,S1,R,CZ,,,R,,,,,,,,,FO,Sum,N,,Scrophulariaceae,10,0,,,Y,,,
205813,BUDDDAV,,Buddleja davidii,Orange-eye Butterfly-bush,,3,G4G5,,NNA,,SE1,IR,,,,,,,,IR,,,,,SH,,I,,Buddlejaceae,0,3,,,N,,,
149008,BUGLARV,,Buglossoides arvensis,Corn Gromwell,,5,GNR,,NNA,,SE5,IU,,IU,IR,IX,IR,IR,,IU,IX,IR,IX,IR,FO,,I,,Boraginaceae,0,5,,,N,,,
23000,BULBCAP,,Bulbostylis capillaris,Dense-tufted Hair Sedge,5,3,G5,,N4,,S4,R,,R,,R,IR,IR,IX,IR,,IR,,,SE,,N,,Cyperaceae,5,3,,,N,,,Y
73074,CAKIEDE,,Cakile edentula,American Sea Rocket,9,3,G5,,N5,,S4,U,,U,R,X,,U,,U,,R,R,R,FO,,N,,Brassicaceae,9,3,,,N,,,
1008170,CAKIEDN,,Cakile edentula ssp. edentula,American Sea Rocket,9,3,G5T5,,N5,,S4,U,,U,R,X,,U,,U,,R,R,R,FO,,N,,Brassicaceae,9,3,,,N,,,
1008165,CAKIEDL,,Cakile edentula ssp. edentula var. lacustris,Great Lakes Sea Rocket,9,3,G5T3T5,,N4,,S4,U,,U,R,X,,U,,U,,R,R,R,FO,,N,,Brassicaceae,9,3,,,N,,,
22032,AMMOBRE,,Calamagrostis breviligulata,American Beachgrass,10,5,G5,,N5,,S4,R,,R,R,R,,R,,R,,R,R,R,GR,,N,,Poaceae,10,5,,,N,,,
1268566,CALABRB,,Calamagrostis breviligulata ssp. breviligulata,American Beachgrass,10,5,G--T5,,N5,,S4,,,,,,,,,,,,,,GR,,N,,Poaceae,10,5,,,N,,,
22138,CALACAN,,Calamagrostis canadensis,Bluejoint Reedgrass,4,-5,G5,,N5,,S5,C,,C,X,X,X,C,X,C,C,C,C,U,GR,,N,,Poaceae,4,-5,,,N,,,Y
22140,CALACAC,,Calamagrostis canadensis var. canadensis,Bluejoint Reedgrass,4,-5,G5T5,,N5,,S5,C,,C,X,X,X,C,X,C,C,C,C,U,GR,,N,,Poaceae,4,-5,,,N,,,Y
22676,CALACAL,,Calamagrostis canadensis var. langsdorffii,Langsdorff's Reedgrass,4,-5,G5T5,,N5,,SU,,,,,,,,,,,,,,GR,,N,,Poaceae,4,-5,,,N,,,
22674,CALACAM,,Calamagrostis canadensis var. macouniana,Macoun's Reedgrass,4,-5,G5T5?,,N5?,,SU,,,,,,,,,,,,,,GR,,N,,Poaceae,4,-5,,,N,,,
22142,CALADES,,Calamagrostis deschampsioides,Circumpolar Reedgrass,,-3,G4G5,,N4N5,,S1S2,,,,,,,,,,,,,,GR,,N,,Poaceae,,-3,,,Y,,,
22144,CALAEPI,,Calamagrostis epigeios,Chee Reedgrass,,0,G5,,NNA,,SE2,IR,,IR,,,IR,IR,IR,,,,IR,IR,GR,,I,,Poaceae,0,0,,,N,,,
22148,CALALAP,,Calamagrostis lapponica,Lapland Reedgrass,,0,G5,,N5,,S2S3,,,,,,,,,,,,,,GR,,N,,Poaceae,,0,,,Y,,,
22152,CALAPUR,,Calamagrostis purpurascens,Purple Reedgrass,,5,G5,,N5,,S2,,,,,,,,,,,,,,GR,,N,,Poaceae,,5,,,Y,,,
22156,CALASTR,,Calamagrostis stricta,Slim-stemmed Reedgrass,8,-3,G5,,N5,,S5,,,,,,,,,,,,,,GR,,N,,Poaceae,8,-3,,,N,,,
22146,CALASTI,,Calamagrostis stricta ssp. inexpansa,Northern Reedgrass,8,-3,G5T5,,N5,,S5,R,,R,R,R,R,R,,R,R,,R,,GR,,N,,Poaceae,8,-3,,,N,,,
22158,CALASTS,,Calamagrostis stricta ssp. stricta,Slim-stemmed Reedgrass,8,-3,G5T5,,N5,,S4,,,,,,,,,,,,,,GR,,N,,Poaceae,8,-3,,,N,,,
168290,CALEOFF,,Calendula officinalis,Pot Marigold,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Asteraceae,0,5,,,N,,,
24006,CALLPAL,,Calla palustris,Wild Calla,8,-5,G5,,N5,,S5,R,,,,H,R,R,X,U,R,R,C,R,FO,Sum,N,,Araceae,8,-5,,,N,,,
93000,CALLHER,,Callitriche hermaphroditica,Northern Water-starwort,10,-5,G5,,N5,,S4?,H,,,,,,,,,,,H,,FO,,N,,Callitrichaceae,10,-5,,,N,,,
93002,CALLHET,,Callitriche heterophylla,Large Water-starwort,9,-5,G5,,N5,,S2S3,H,,,,,,,,,,H,,,FO,,N,,Callitrichaceae,9,-5,,,Y,,,
93006,CALLPAU,,Callitriche palustris,Spring Water-starwort,6,-5,G5,,N5,,S5,R,,,,H,R,R,R,R,,H,U,,FO,,N,,Callitrichaceae,6,-5,,,N,,,
1005270,CALLSTE,,Callitriche stenoptera,Narrow-winged Water-starwort,,-5,GNR,,NU,,SU,,,,,,,,,,,,,,FO,,N,,Callitrichaceae,,-5,,,N,,,
39008,CALOTUB,,Calopogon tuberosus,Tuberous Grass Pink,9,-5,G5,,N4N5,,S4S5,R,,,R,R,R,,X,R,,H,R,H,FO,Sum,N,,Orchidaceae,9,-5,,,N,,,
39146,CALOTUT,,Calopogon tuberosus var. tuberosus,Tuberous Grass Pink,9,-5,G5T5,,N4N5,,S4S5,R,,,R,R,R,,X,R,,H,R,H,FO,Sum,N,,Orchidaceae,9,-5,,,N,,,
64030,CALTNAT,,Caltha natans,Floating Marsh Marigold,,-5,G5,,N5,,S2,,,,,,,,,,,,,,FO,,N,,Ranunculaceae,,-5,,,Y,,,
64032,CALTPAL,,Caltha palustris,Yellow Marsh Marigold,5,-5,G5,,N5,,S5,C,,R,X,X,C,C,X,C,C,U,C,C,FO,Spr,N,,Ranunculaceae,5,-5,,,N,,,
39010,CALYBUL,,Calypso bulbosa,Calypso,10,-3,G5,,N5,,S4?,H,,,,,,,,,,,,H,FO,Spr,N,,Orchidaceae,10,-3,,,N,,,
39148,CALYBUA,,Calypso bulbosa var. americana,Calypso,10,-3,G5T5,,N5,,S4?,H,,,,,,,,,,,,H,FO,Spr,N,,Orchidaceae,10,-3,,,N,,,
1257429,CALYPUB,,Calystegia pubescens,Japanese False Bindweed,,5,GNR,,NNA,,SEH,IH,,IH,,,,,,,,IH,,,VI,,I,,Convolvulaceae,0,5,,,N,,,
146002,CALYSEP,,Calystegia sepium,Hedge False Bindweed,2,0,G5,,N5,,S5,C,,X,X,X,X,X,X,X,C,C,C,C,FO,Sum,N,,Convolvulaceae,2,0,,,N,,,
146004,CALYSEA,,Calystegia sepium ssp. americana,American False Bindweed,2,0,G5T5,,N5,,S5,,,,,,,,,,,,,,VI,Sum,N,,Convolvulaceae,2,0,,,N,,,
146006,CALYSEN,,Calystegia sepium ssp. angulata,Angled False Bindweed,2,0,G5T5,,N5,,SU,,,,,,,,,,,,,,VI,Sum,N,,Convolvulaceae,2,0,,,N,,,
146008,CALYSEE,,Calystegia sepium ssp. erratica,Erratic False Bindweed,2,0,G5TNR,,NU,,SU,,,,,,,,,,,,,,VI,Sum,N,,Convolvulaceae,2,0,,,N,,,
146010,CALYSPI,,Calystegia spithamaea,Low False Bindweed,7,5,G4G5,,N4N5,,S4S5,R,,,,R,,R,,U,R,H,R,R,FO,Spr-Sum,N,,Convolvulaceae,7,5,,,N,,,
1268434,CALYSPS,,Calystegia spithamaea ssp. stans,Erect False Bindweed,7,5,G4G5TNR,,N4N5,,S4S5,,,,,,,,,,,,,,FO,,N,,Convolvulaceae,7,5,,,N,,,
32024,CAMASCI,,Camassia scilloides,Eastern Camas,10,0,G4G5,THR,N1,THR,S1,R,CZ,R,,,,,,,,,,,FO,,N,,Liliaceae,10,0,,,Y,,,
73076,CAMEMIC,,Camelina microcarpa,Small-seed False-flax,,5,GNR,,NNA,,SE5,IU,,IU,IX,IX,IX,IX,IX,IR,IX,IR,IX,IX,FO,,I,,Brassicaceae,0,5,,,N,,,
73078,CAMESAT,,Camelina sativa,Large-seed False-flax,,3,GNR,,NNA,,SE2,IR,,,,IH,,IR,,,,IR,IR,IR,FO,,I,,Brassicaceae,0,3,,,N,,,
167002,CAMPAPA,,Campanula aparinoides,Marsh Bellflower,7,-5,G5,,N5,,S5,R,,R,R,X,R,R,X,U,U,R,R,R,FO,Sum,N,,Campanulaceae,7,-5,,,N,,,Y
167004,CAMPCOC,,Campanula cochlearifolia,Ear-leaved Bellflower,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Campanulaceae,0,,,,N,,,
167006,CAMPGLO,,Campanula glomerata,Clustered Bellflower,,5,GNR,,NNA,,SE1,IR,,,,,,,,IR,,,,,FO,Sum,I,,Campanulaceae,0,5,,,N,,,
1010520,CAMPGLG,,Campanula glomerata ssp. glomerata,Clustered Bellflower,,5,GNRTNR,,NNA,,SE1,IR,,,,,,,,IR,,,,,FO,Sum,I,,Campanulaceae,0,5,,,N,,,
167008,CAMPMED,,Campanula medium,Canterbury Bellflower,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Campanulaceae,0,5,,,N,,,
167010,CAMPPER,,Campanula persicifolia,Peach-leaved Bellflower,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Campanulaceae,0,5,,,N,,,
1010517,CAMPPEP,,Campanula persicifolia ssp. persicifolia,Peach-leaved Bellflower,,5,GNRTNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Campanulaceae,0,5,,,N,,,
167012,CAMPRAP,,Campanula rapunculoides,Creeping Bellflower,,5,GNR,,NNA,,SE5,IU,,IU,IX,IX,IR,IR,IX,IU,IX,IR,IC,IX,FO,Sum,I,,Campanulaceae,0,5,,,N,,,
167014,CAMPGIE,,Campanula rotundifolia,Harebell,7,3,G5,,N5,,S5,R,,R,,R,R,R,,U,R,R,U,R,FO,Sum,N,,Campanulaceae,7,3,,,N,,,Y
167016,CAMPTRA,,Campanula trachelium,Nettle-leaved Bellflower,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Campanulaceae,0,5,,,N,,,
1010523,CAMPTRT,,Campanula trachelium ssp. trachelium,Nettle-leaved Bellflower,,5,GNRTNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Campanulaceae,0,5,,,N,,,
1005244,CAMPUNI,,Campanula uniflora,Arctic Bellflower,,5,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Campanulaceae,,5,,,Y,,,
167000,CAMPAME,,Campanulastrum americanum,American Bellflower,8,0,G5,,N4,,S4,U,cz,C,X,R,R,U,,R,R,R,C,R,FO,Sum,N,,Campanulaceae,8,0,,,N,,,
154000,CAMPRAD,,Campsis radicans,Trumpet Creeper,3,0,G5,,N2?,,S2?,R,CZ,R,R,,IR,,,,,IR,IR,,VW,Sum,N,,Bignoniaceae,3,0,,,Y,,,
168192,CANAMOD,,Canadanthus modestus,Great Northern Aster,8,0,G5,,N5,,S4S5,,,,,,,,,,,,,,FO,,N,,Asteraceae,8,0,,,N,,,
49000,CANNSAT,,Cannabis sativa,Hemp,,0,GNR,,NNA,,SE1,IR,,IR,,IX,IR,IR,IX,IR,IX,IR,,IR,FO,,I,,Cannabaceae,0,0,,,N,,,
71508,CAPNSEM,,Capnoides sempervirens,Pale Corydalis,7,5,G5,,N5,,S5,R,,,,H,,,,,,,R,H,FO,,N,,Fumariaceae,7,5,,,N,,,
73080,CAPSBUR,,Capsella bursa-pastoris,Common Shepherd's Purse,,3,GNR,,NNA,,SE5,IC,,IC,IX,IX,IC,IC,IX,IC,IX,IC,IX,IX,FO,Spr,I,,Brassicaceae,0,3,,,N,,,
83040,CARAFRU,,Caragana frutex,Russian Pea Shrub,,,GNR,,NNA,,SEH,IR,,,,IR,,,,,,,,,SH,,I,,Fabaceae,0,,,,N,,,
73082,CARDBUL,,Cardamine bulbosa,Bulbous Bittercress,8,-5,G5,,N4,,S4,C,cz,C,X,X,X,R,X,U,R,R,C,R,FO,Spr,N,,Brassicaceae,8,-5,,,N,,,
73126,CARDCON,,Cardamine concatenata,Cut-leaved Toothwort,6,3,G5,,N5,,S5,C,,R,X,X,X,C,X,U,U,U,C,U,FO,,N,,Brassicaceae,6,3,,,N,,,
73102,CARDDEN,,Cardamine dentata,Toothed Bittercress,10,-5,G5,,N5,,S5,R,,,,,,,,,R,,R,H,FO,,N,,Brassicaceae,10,-5,,,N,,,
73084,CARDDIP,,Cardamine diphylla,Two-leaved Toothwort,7,3,G5,,N5,,S5,C,,R,X,R,X,C,X,C,U,U,C,U,FO,,N,,Brassicaceae,7,3,,,N,,,
73086,CARDDOU,,Cardamine douglassii,Limestone Bittercress,7,-3,G5,,N4,,S4,C,cz,C,X,X,X,X,X,U,R,R,C,R,FO,Spr,N,,Brassicaceae,7,-3,,,N,,,
73088,CARDFLE,,Cardamine flexuosa,Wavy Bittercress,,0,GNR,,NNA,,SE1,IR,,,IR,,,,,IR,,,,,FO,,I,,Brassicaceae,0,0,,,N,,,
73090,CARDHIR,,Cardamine hirsuta,Hairy Bittercress,,3,GNR,,NNA,,SE4,IU,,IR,IX,IX,IR,IR,IR,IR,IR,IU,IX,IX,FO,Spr,I,,Brassicaceae,0,3,,,N,,,
73108,CARDMAX,,Cardamine maxima,Large Toothwort,10,3,G5,,N3N4,,S3,R,,,,R,R,R,,,R,R,U,R,FO,,N,,Brassicaceae,10,3,,,Y,,,
1257104,CARDOCC,,Cardamine occulta,Hidden Bittercress,,3,GNR,,NNA,,SE1?,,,,,,,,,,,,,,FO,,I,,Brassicaceae,0,3,,,N,,,
